id,t,x0,x1
6,19.2,1.87637,4.430818
6,19.6,1.22241,4.209891
6,20.0,0.830251,3.679044
6,20.4,0.945411,3.229991
6,20.8,1.264551,2.992713
6,21.2,1.692831,3.039266
6,21.6,2.090381,3.357298
6,22.0,2.299884,3.825449
6,22.4,2.22453,4.255525
6,22.8,1.820587,4.430478
6,23.2,1.155904,4.162687
6,23.6,0.826355,3.626823
6,24.0,0.970334,3.19504
6,24.4,1.304373,2.983856
6,24.8,1.737115,3.060238
6,25.2,2.122132,3.400388
6,25.6,2.306232,3.873914
6,26.0,2.199126,4.288399
6,26.4,1.761641,4.425425
6,26.8,1.09333,4.112413
6,27.2,0.827156,3.575921
6,27.6,0.997022,3.162325
6,28.0,1.345286,2.977993
6,28.4,1.780918,3.083975
6,28.8,2.151789,3.444878
6,29.2,2.309596,3.921806
6,29.6,2.170334,4.318467
6,30.0,1.699709,4.415481
6,30.4,1.035969,4.05974
6,30.8,0.83206,3.526447
6,31.2,1.025411,3.131944
6,31.6,1.387176,2.975164
6,32.0,1.824054,3.110388
6,32.4,2.179223,3.490589
6,32.8,2.309916,3.968904
6,33.2,2.138129,4.345492
6,33.6,1.635035,4.400524
6,34.0,0.984909,4.00537
6,34.4,0.840539,3.478493
6,34.8,1.055445,3.103989
6,35.2,1.429918,2.97539
6,35.6,1.866338,3.139371
6,36.0,2.20432,3.537335
6,36.4,2.307138,4.014989
6,36.8,2.102493,4.369241
6,37.2,1.567963,4.380487
6,37.6,0.940934,3.949987
6,38.0,0.852153,3.43215
6,38.4,1.087071,3.078554
6,38.8,1.473369,2.978681
6,39.2,1.90759,3.170808
6,39.6,2.226974,3.584925
6,40.0,2.301216,4.059841
7,0.0,1.169085,5.72176
7,0.4,1.148017,4.900122
7,0.8,1.644704,4.44287
7,1.2,2.507174,4.603766
7,1.6,3.379965,5.389051
7,2.0,3.96074,6.576791
7,2.4,4.142676,7.880942
7,2.8,3.900568,9.007475
7,3.2,3.174824,9.627532
7,3.6,1.597601,9.181155
7,4.0,0.42594,7.660028
7,4.4,0.533906,6.449525
7,4.8,0.722903,5.368824
7,5.2,1.092906,4.539104
7,5.6,1.824764,4.214907
7,6.0,2.833151,4.612982
7,6.4,3.703864,5.628401
7,6.8,4.195334,6.978242
7,7.2,4.251535,8.355138
7,7.6,3.859129,9.450612
7,8.0,2.918163,9.894729
7,8.4,0.838333,8.930144
7,8.8,0.432889,7.520817
7,9.2,0.549896,6.322086
7,9.6,0.752067,5.261204
7,10.0,1.153231,4.472493
7,10.4,1.929735,4.222469
7,10.8,2.943167,4.699564
7,11.2,3.778992,5.767074
7,11.6,4.223187,7.134976
7,12.0,4.230657,8.496135
7,12.4,3.785787,9.540127
7,12.8,2.764665,9.879581
7,13.2,0.608862,8.72446
7,13.6,0.443229,7.383353
7,14.0,0.566872,6.19627
7,14.4,0.783535,5.156754
7,14.8,1.218534,4.412526
7,15.2,2.037989,4.23939
7,15.6,3.050685,4.793514
7,16.0,3.84915,5.909436
7,16.4,4.245657,7.291623
7,16.8,4.20431,8.633292
7,17.2,3.705808,9.621324
7,17.6,2.596865,9.846863
7,18.0,0.478921,8.542178
7,18.4,0.454165,7.246922
7,18.8,0.584913,6.072186
7,19.2,0.817549,5.055748
7,19.6,1.289032,4.359674
7,20.0,2.14886,4.265648
7,20.4,3.155255,4.894456
7,20.8,3.914232,6.055062
7,21.2,4.262741,7.44777
7,21.6,4.172451,8.766175
7,22.0,3.618876,9.693564
7,22.4,2.412507,9.794558
7,22.8,0.423132,8.380714
7,23.2,0.465692,7.111568
7,23.6,0.604122,5.949957
7,24.0,0.854372,4.95849
7,24.4,1.36487,4.314393
7,24.8,2.261651,4.301154
7,25.2,3.256479,5.002
7,25.6,3.974152,6.203533
7,26.0,4.274439,7.603007
7,26.4,4.135025,8.89434
7,26.8,3.524605,9.756163
7,27.2,2.208748,9.72024
7,27.6,0.404752,8.230556
7,28.0,0.477833,6.977346
7,28.4,0.624609,5.829718
7,28.8,0.894293,4.865311
7,29.2,1.446098,4.27711
7,29.6,2.375648,4.345764
7,30.0,3.354006,5.115748
7,30.4,4.028843,6.354425
7,30.8,4.28075,7.756923
7,31.2,4.091959,9.017334
7,31.6,3.422525,9.808364
7,32.0,1.982138,9.621015
7,32.4,0.402447,8.085691
7,32.8,0.490629,6.844318
7,33.2,0.646503,5.711618
7,33.6,0.937619,4.776574
7,34.0,1.532652,4.248212
7,34.4,2.490148,4.39928
7,34.8,3.447534,5.235294
7,35.2,4.078254,6.507319
7,35.6,4.281673,7.909106
7,36.0,4.043161,9.134689
7,36.4,3.312057,9.849338
7,36.8,1.729001,9.493627
7,37.2,0.406841,7.943439
7,37.6,0.504126,6.712554
7,38.0,0.669943,5.595823
7,38.4,0.984672,4.692671
7,38.8,1.624353,4.228033
7,39.2,2.604467,4.461458
7,39.6,3.536799,5.360222
7,40.0,4.122346,6.661796
8,0.0,1.622282,7.74
8,0.4,0.372907,6.426495
8,0.8,0.453036,5.42837
8,1.2,0.581254,4.528613
8,1.6,0.789161,3.786021
8,2.0,1.134022,3.305507
8,2.4,1.632898,3.211756
8,2.8,2.151859,3.527113
8,3.2,2.497473,4.112753
8,3.6,2.560485,4.744513
8,4.0,2.307578,5.177597
8,4.4,1.742402,5.17142
8,4.8,1.049206,4.605016
8,5.2,0.874701,3.885226
8,5.6,1.125279,3.390301
8,6.0,1.574431,3.24939
8,6.4,2.073713,3.50251
8,6.8,2.431958,4.036687
8,7.2,2.529337,4.644349
8,7.6,2.324846,5.090808
8,8.0,1.819396,5.144109
8,8.4,1.147945,4.660779
8,8.8,0.891965,3.952498
